Time (s),Robot 1 Speed (m/s),Robot 2 Speed (m/s),Robot 3 Speed (m/s),Robot 4 Speed (m/s)
13.399999999999968,2.4491953711465264,1.3239017821782666,1.175399068329156,1.296641791520388
13.499999999999968,2.7726680050717785,1.5647479609107018,1.3371439685947386,1.385459091405436
13.599999999999968,3.095113974695914,1.8259269812685415,1.503900347431381,1.502207111911992
13.699999999999967,2.5021597879627206,1.8392844642052264,1.674556754359817,1.6395117721835784
13.799999999999967,1.9506156081625485,1.8713322176641316,1.8465629934512429,1.7903262097436865
13.899999999999967,1.45302642629027,1.9206939630292796,2.0191783964796417,1.9498119857249805
13.999999999999966,1.04408124453689,1.9861982427825173,2.1918292845185703,2.1144657199948367
14.099999999999966,0.8138128482308608,2.0667999131172508,2.3640360367161777,2.2817428415826213
14.199999999999966,0.8711950249595917,2.1615193240459267,2.060300179912537,2.292992083422349
14.299999999999965,1.1491738536677851,2.2693989345928705,1.7960307923230574,2.3114547571270516
14.399999999999965,1.515182233823509,2.3894735092368578,1.5788218247895043,2.336458361753329
14.499999999999964,1.7137071290415056,2.050498103934843,1.5045770829190668,2.13707319314033
14.599999999999964,1.9202030964464696,1.72099161570152,1.435167166207506,1.947639832042835
14.699999999999964,2.133733230648446,1.4065738298710984,1.3730664197613418,1.769693336956043
14.799999999999963,1.7469136216505057,1.2580354761100703,1.3209926593819712,1.6054110337712433
14.899999999999963,1.9796451710758234,1.0085919306666264,1.2820023303966293,1.4584583088141958
14.999999999999963,1.5772417464939672,0.8973958138501721,1.2582293951415944,1.3319819624186395
15.099999999999962,1.8132832574569324,0.6720652048744828,1.2516748007780507,1.23099268033335
15.199999999999962,1.3780299503417255,0.5444901581459383,1.263499382184506,1.159821664867893
15.299999999999962,1.6437409906498492,0.48825562267058925,1.2936418081108734,1.1225233129065242
15.399999999999961,1.1911819563024457,0.48486297076637497,1.3416499365921815,1.12058552959066
15.499999999999961,1.487618224702195,0.6286841085505157,1.4055226285013034,1.152392483311214
15.59999999999996,1.0178622793094918,0.7083890309223098,1.4838328728712182,1.2138776991110094
15.69999999999996,1.346081992500434,0.9024865675257876,1.5737838528576062,1.29903553787998
15.79999999999996,0.8594205513043233,0.99706023417262,1.6739439013587305,1.40251611708557
15.89999999999996,1.220069084202075,1.185097359742828,1.396754747634349,1.4134097107357935
15.99999999999996,0.7173248282825523,1.275078991764323,1.5096359947848823,1.5178999837897527
16.09999999999996,0.986389091539272,0.9960116087505454,1.2242193611673862,1.5252067178062336
16.19999999999996,0.5935902244285696,0.8090452917803997,1.3511328411177386,1.6232173539969736
16.29999999999996,0.903010693360062,0.5743009310559386,1.1772774505395098,1.4413222267641788
16.399999999999963,0.4880129620036378,0.4384800674186882,1.314335629837454,1.546730268669801
16.499999999999964,0.8343113756044398,0.33227227805520404,1.136060843667495,1.3675658391474732
16.599999999999966,0.3998520614230212,0.3589069014669272,1.2844840025615254,1.4816692615034937
16.699999999999967,0.7778717034208453,0.48147392634451774,1.1050168810570853,1.3062721580678114
16.79999999999997,0.3280192292478702,0.6057450105196077,1.265205043093231,1.4300348807226568
16.89999999999997,0.7311752006836898,0.7775375974459153,1.0879303969816305,1.2598918320729746
16.99999999999997,0.27115938571515485,0.9065299601013244,1.2592609355112134,1.3937315387913805
17.099999999999973,0.6127259882431854,0.7017819750886336,1.087424687537268,1.2306182667128653
17.199999999999974,0.22778675864522666,0.566598906883515,1.2682182932933583,1.3742133066187598
17.299999999999976,0.5864189308945112,0.4717322662460068,1.1045539011158023,1.2199486016520513
17.399999999999977,0.19410586033717012,0.4700617939478555,1.2924156654247931,1.3722581701403076
17.49999999999998,0.5628698329484647,0.5499981334301599,1.138685068915808,1.228301997665526
17.59999999999998,0.16786611661926812,0.6568499739756384,1.3308872512842576,1.3876606830305822
17.69999999999998,0.49544900171892364,0.5098422271854658,1.1877476124975859,1.2548418057396484
17.799999999999983,0.14752113993289762,0.4481930098682526,1.381628370497943,1.4192027702159296
17.899999999999984,0.4788728629455113,0.47659065397625705,1.2487151712792521,1.297571306897898
17.999999999999986,0.13744590477336666,0.42798579292058603,1.442005275870221,1.4648382706364813
18.099999999999987,0.4612061107828445,0.4632323906642522,1.3181175224004114,1.353648578576789
18.19999999999999,0.12545458808318866,0.4028809917561504,1.5090077476281083,1.5218832455733784
18.29999999999999,0.44541383060240364,0.4455684512171402,1.3924002723249755,1.4197475152469932
18.39999999999999,0.11175132490354203,0.374034295645241,1.5795237397335162,1.5872989849002563
18.499999999999993,0.43144631475787276,0.42506979777548715,1.4681487471646026,1.4923779806475104
18.599999999999994,0.0969721493909951,0.342531665758984,1.6504914204488201,1.657904406667822
18.699999999999996,0.41934244161816625,0.4030628522846341,1.5421785894345208,1.5680848829018648
18.799999999999997,0.0819315521278266,0.30935365921845187,1.7189813804879481,1.7305147986565208
18.9,0.409121220372915,0.38072199358649605,1.611559063000532,1.6435424781539945
19.0,0.06748028997181663,0.2753634935014278,1.782239900877069,1.802014762250794
19.1,0.40072310348772944,0.3590664817560688,1.6736156167551772,1.7155812659348904
19.200000000000003,0.05442954079438184,0.24131107517779,1.8377223470515984,1.869389899713916
19.300000000000004,0.39399597009179793,0.33895624738571084,1.7259412196848392,1.7811861985629058
19.400000000000006,0.04350695411044684,0.20784980266246394,1.8831369211217985,1.9297437212621986
19.500000000000007,0.38871457452576547,0.3210829691391113,1.7664311393883176,1.8374962618375152
19.60000000000001,0.03529612776520363,0.17556709257068367,1.916508997115192,1.980322246055528
19.70000000000001,0.38461837081906947,0.3059557036926608,1.7933441250694446,1.8818262025352153
19.80000000000001,0.03008701780755994,0.14503566799302017,1.9362662684414118,2.0185633886898278
19.900000000000013,0.3814525058493588,0.2938844754439004,1.8053834526541523,1.9117237849289446
20.000000000000014,0.027669987532957054,0.1169046959788016,1.9413357345531927,2.0421826739009816
20.100000000000016,0.37900027470651115,0.28496957346752055,1.8017842603420262,1.9250695855947177
20.200000000000017,0.02739290130842449,0.09207347610355085,1.9312370615937868,2.049300525552314
20.30000000000002,0.3771007212121877,0.27910606631924895,1.7823909399701932,1.9202194416195322
20.40000000000002,0.028600663500581585,0.07200790532903387,1.9061558401412895,2.038608499056677
20.50000000000002,0.37565033273802906,0.2760096387897479,1.7477120761277112,1.8961815864332707
20.600000000000023,0.030954869639114972,0.059043713439581036,1.8669863457314881,2.009562494610072
20.700000000000024,0.3745916838781286,0.2752619743730957,1.6989503191533306,1.8528123460954398
20.800000000000026,0.03435833576838191,0.05542586052585818,1.8153447213531384,1.9625820528119196
20.900000000000027,0.37389411213412,0.27636622216418166,1.6380168235418149,1.7910090525008955
